,Name,Symbol,Market Cap
499,MurphyOilCorporation,MUR,"$10,575.30"
500,MGMMIRAGE,MGM,"$10,549.50"
501,SafewayInc.,SWY,"$10,531.60"
502,ReedElsevierNV,ENL,"$10,516.40"
503,AdeccoSA,ADO,"$10,480.80"
504,FORDMTRCODEL,F^A,"$10,470.00"
505,"Pearson,Plc",PSO,"$10,453.40"
506,"ConstellationEnergyGroup,Inc.",CEG,"$10,406.10"
507,AmerenCorporation,AEE,"$10,368.90"
508,ChinaPetroleum&ChemicalCorporation,SNP,"$10,360.30"
509,"PulteHomes,Inc.",PHM,"$10,313.00"
510,KLA-TencorCorporation,KLAC,"$10,261.50"
511,"JuniperNetworks,Inc.",JNPR,"$10,238.70"
512,"OfficeDepot,Inc.",ODP,"$10,238.50"
513,"AMERIPRISEFINANCIALSERVICES,INC.",AMP,"$10,168.40"
514,"GallaherGroup,PLC",GLH,"$10,135.20"
515,"WholeFoodsMarket,Inc.",WFMI,"$10,039.50"
516,QuestDiagnosticsIncorporated,DGX,"$9,989.20"
517,"T.RowePriceGroup,Inc.",TROW,"$9,988.70"
518,"PPGIndustries,Inc.",PPG,"$9,938.10"
519,ArchstoneCommunitiesTrust,ASN,"$9,933.90"
520,E*TRADEFinancialCorporation,ET,"$9,910.50"
521,Marshall&IlsleyCorporation,MI,"$9,872.70"
522,ColesMeyerLimited,CM,"$9,867.00"
523,EnterpriseProductsPartnersL.P.,EPD,"$9,851.80"
524,"Xilinx,Inc.",XLNX,"$9,814.40"
525,EatonCorporation,ETN,"$9,797.60"
526,"ApolloGroup,Inc.",APOL,"$9,795.10"
527,PITNEYBOWESINC,PBI,"$9,749.70"
528,"L-3CommunicationsHoldings,Inc.",LLL,"$9,733.30"
529,IncoLtd.,N,"$9,717.30"
530,TDKCorporation,TDK,"$9,686.90"
531,"CoventryHealthCare,Inc.",CVH,"$9,678.00"
532,UnionBanCalCorporation,UB,"$9,674.80"
533,"OpenJointStockCompanyVimpel-Communications""""",VIP,"$9,599.80"
534,AmSouthBancorporation,ASO,"$9,597.20"
535,"SmithInternational,Inc.",SII,"$9,557.60"
536,NationalSemiconductorCorporation,NSM,"$9,520.50"
537,HiltonHotelsCorporation,HLT,"$9,509.60"
538,"LimitedBrands,Inc.",LTD,"$9,470.30"
539,"ITTIndustries,Inc.",ITT,"$9,465.20"
540,LincolnNationalCorporation,LNC,"$9,446.70"
541,"Biomet,Inc.",BMET,"$9,417.60"
542,"PublicStorage,Inc.",PSA,"$9,414.70"
543,"Smith&NephewSNATS,Inc.",SNN,"$9,392.80"
544,"Autodesk,Inc.",ADSK,"$9,384.80"
545,ComputerSciencesCorporation,CSC,"$9,380.00"
546,A.O.Tatneft,TNT,"$9,368.40"
547,"Coca-ColaEnterprises,Inc.",CCE,"$9,347.20"
548,PotashCorporationofSaskatchewanInc.,POT,"$9,322.40"
549,DoverCorporation,DOV,"$9,308.50"
550,GrupoTelevisaS.A.,TV,"$9,298.80"
551,GoldcorpIncorporated,GG,"$9,292.60"
552,"Albertson's,Inc.",ABS,"$9,279.60"
553,IntuitInc.,INTU,"$9,259.60"
554,HersheyFoodsCorporation,HSY,"$9,248.80"
555,MittalSteelCompanyNV,MT,"$9,245.60"
556,EcolabInc.,ECL,"$9,168.20"
557,CentexCorporation,CTX,"$9,120.00"
558,StoraEnsoOyj,SEO,"$9,109.40"
559,"MicronTechnology,Inc.",MU,"$9,084.00"
560,HumanaInc.,HUM,"$9,078.70"
561,Parker-HannifinCorporation,PH,"$9,074.70"
562,ComericaIncorporated,CMA,"$9,041.60"
563,"BancoSantiago,S.A.",SAN,"$9,041.40"
564,CloroxCompany(The),CLX,"$9,019.50"
565,TribuneCompany,TRB,"$8,935.70"
566,AUOPTRONICSCORP,AUO,"$8,914.90"
567,ElPasoCorporation,EP,"$8,875.80"
568,"BostonProperties,Inc.",BXP,"$8,805.00"
569,CinergyCorporation,CIN,"$8,665.50"
570,EmpresaNacionaldeElectricidadS.A.,EOC,"$8,658.30"
571,SynovusFinancialCorporation,SNV,"$8,650.70"
572,iSharesMSCIEmergingIndexFund,EEM,"$8,618.10"
573,ChironCorporation,CHIR,"$8,599.10"
574,RoyalCaribbeanCruisesLtd.,RCL,"$8,586.30"
575,MidCapSPDRTrustSeriesI,MDY,"$8,574.80"
576,IAC/InterActiveCorp,IACI,"$8,486.10"
577,MirantCorp,MIR,"$8,400.00"
578,"MedImmune,Inc.",MEDI,"$8,395.50"
579,RyanairHoldingsplc,RYAAY,"$8,393.00"
580,Hansonplc.(HoldingCompany),HAN,"$8,332.90"
581,"JabilCircuit,Inc.",JBL,"$8,298.00"
582,ZionsBancorporation,ZION,"$8,297.40"
583,"Expedia,Inc.",EXPE,"$8,259.70"
584,IVAXCorporation,IVX,"$8,255.50"
585,"MBIA,Inc.",MBI,"$8,252.90"
586,iSharesRussell2000IndexFund,IWM,"$8,251.00"
587,SeronoInternationalS.A.,SRA,"$8,227.80"
588,FisherScientificInternationalInc.,FSH,"$8,200.10"
589,TDAmeritradeHoldingCorporation,AMTD,"$8,192.60"
590,"AmbacFinancialGroup,Inc.",ABK,"$8,114.10"
591,"Fiserv,Inc.",FISV,"$8,114.00"
592,NobleEnergyInc.,NBL,"$8,096.40"
593,CNAFinancialCorporation,CNA,"$8,093.60"
594,"RockwellCollins,Inc.",COL,"$8,083.50"
595,UltraPetroleumCorp.,UPL,"$8,060.60"
596,"H&RBlock,Inc.",HRB,"$8,014.00"
597,"MagnaInternational,Inc.",MGA,"$8,005.60"
598,KimcoRealtyCorporation,KIM,"$7,975.40"
599,CincinnatiFinancialCorporation,CINF,"$7,956.20"
600,"VarianMedicalSystems,Inc.",VAR,"$7,937.80"
601,HutchisonTelecommunicationsInternationalLimited,HTX,"$7,936.70"
602,ENERSISSA,ENI,"$7,914.60"
603,CompanhiaSiderurgicaNacionalS.A.,SID,"$7,890.00"
604,MicrochipTechnologyIncorporated,MCHP,"$7,883.90"
605,"Chico'sFAS,Inc.",CHS,"$7,883.30"
606,Shireplc,SHPGY,"$7,863.20"
607,"ExpeditorsInternationalofWashington,Inc.",EXPD,"$7,841.60"
608,ENSCOInternationalIncorporated,ESV,"$7,834.90"
609,LennarCorporation,LEN,"$7,827.50"
610,AscoPlcAds,AAA,"$7,827.30"
611,XcelEnergyInc.,XEL,"$7,824.10"
612,Jefferson-PilotCorporation,JP,"$7,818.10"
613,LaboratoryCorporationofAmericaHoldings,LH,"$7,795.80"
614,TelecomunicacoesdeSaoPauloS.A.,TSP,"$7,789.90"
615,"SovereignBancorp,Inc.",SOV,"$7,786.00"
616,ImperialChemicalIndustriesPlc,ICI,"$7,774.50"
617,NVIDIACorporation,NVDA,"$7,696.10"
618,"KinderMorganEnergyPartners,L.P.",KMP,"$7,686.90"
619,DIAMONDSTrustSeriesI,DIA,"$7,644.00"
620,FluorCorporation,FLR,"$7,636.30"
621,CanadianPacificRailwayLimited,CP,"$7,630.40"
622,TelecomCorporationofNewZealandLimited,NZT,"$7,614.40"
623,ChinaLifeInsuranceCompanyLimited,LFC,"$7,614.20"
624,UnivisionCommunicationsInc.,UVN,"$7,574.40"
625,"AmericanStandardCompanies,Inc.",ASD,"$7,564.90"
626,SiriusSatelliteRadioInc.,SIRI,"$7,549.50"
627,DTEEnergyCompany,DTE,"$7,504.30"
628,"AutoZone,Inc.",AZO,"$7,500.00"
629,AmvescapPlc,AVZ,"$7,492.90"
630,"CooperIndustries,Ltd.",CBE,"$7,481.10"
631,"NIIHoldings,Inc.",NIHD,"$7,471.00"
632,PublicisGroupeS.A.,PUB,"$7,470.40"
633,FreseniusMedicalCareCorporation,FMS,"$7,424.20"
634,"HudsonCityBancorp,Inc.",HCBK,"$7,422.50"
635,GenuinePartsCompany,GPC,"$7,379.90"
636,"AffiliatedComputerServices,Inc.",ACS,"$7,367.10"
637,KBHOME,KBH,"$7,364.40"
638,HarmonyGoldMiningCo.Ltd.,HMY,"$7,343.20"
639,"AvalonBayCommunities,Inc.",AVB,"$7,328.00"
640,VulcanMaterialsCompany,VMC,"$7,319.80"
641,InternationalPowerPlc,IPR,"$7,263.90"
642,Sherwin-WilliamsCompany(The),SHW,"$7,242.30"
643,CognizantTechnologySolutionsCorporation,CTSH,"$7,237.90"
644,"HarmanInternationalIndustries,Incorporated",HAR,"$7,234.80"
645,COCACOLAHELLENICBOTTLINGCO,CCH,"$7,220.80"
646,EastmanKodakCompany,EK,"$7,209.30"
647,SouthwesternEnergyCompany,SWN,"$7,207.10"
648,iSharesDowJonesSelectDividendIndexFund,DVY,"$7,199.60"
649,HOSPIRAINC,HSP,"$7,198.20"
650,SODEXHOALLIANCESA,SDX,"$7,188.00"
651,CintasCorporation,CTAS,"$7,155.10"
652,"BarrPharmaceuticals,Inc.",BRL,"$7,056.00"
653,HostMarriottFinancialTrust,HMT,"$7,051.50"
654,INFINEONTECHNOLOGIESAG,IFX,"$7,049.50"
655,R.R.Donnelley&SonsCompany,RRD,"$7,025.30"
656,AlteraCorporation,ALTR,"$6,999.20"
657,BrookfieldPropertiesCorporation,BPO,"$6,984.90"
658,"PepsiBottlingGroup,Inc.(The)",PBG,"$6,975.30"
659,QuestarCorporation,STR,"$6,948.60"
660,"C.H.RobinsonWorldwide,Inc.",CHRW,"$6,918.60"
661,Pixar,PIXR,"$6,870.20"
662,CPFLEnergiaS.A.,CPL,"$6,852.50"
663,"Wendy'sInternational,Inc.",WEN,"$6,852.40"
664,"FidelityNationalFinancial,Inc.",FNF,"$6,849.10"
665,PioneerNaturalResourcesCompany,PXD,"$6,825.00"
666,NCRCorporation,NCR,"$6,820.70"
667,FREESCALESEMICONDUCTORINC,FSL/B,"$6,817.00"
668,"PlumCreekTimberCompany,Inc.",PCL,"$6,798.90"
669,"DassaultSystemes,S.A.",DASTY,"$6,792.20"
670,"ElanCorporation,plc",ELN,"$6,782.70"
671,USXCorporation,X,"$6,774.70"
672,Black&DeckerCorporation(The),BDK,"$6,766.90"
673,CrownCastleInternationalCorporation,CCI,"$6,750.90"
674,CONSOLEnergyInc.,CNX,"$6,745.10"
675,ALUMINALTD,AWC,"$6,738.90"
676,GarminLtd.,GRMN,"$6,714.80"
677,NewfieldExplorationCompany,NFX,"$6,667.10"
678,IntercontinentalHotelsGroup,IHG,"$6,664.30"
679,"Mattel,Inc.",MAT,"$6,663.00"
680,"C.R.Bard,Inc.",BCR,"$6,650.70"
681,PrecisionCastpartsCorporation,PCP,"$6,633.40"
682,"Scientific-Atlanta,Inc.",SFA,"$6,597.20"
683,Technip,TKP,"$6,584.30"
684,BungeLimited,BG,"$6,577.70"
685,BritishAirwaysplc,BAB,"$6,576.10"
686,TelusCorporation,TU,"$6,575.00"
687,JoyGlobalInc.,JOYG,"$6,566.60"
688,Royal&SunAllianceInsuranceGroupPLC,RSA,"$6,564.30"
689,"EtablissementsDelhaizeFreresetCieLeLion""S.A.""",DEG,"$6,536.00"
690,NewellRubbermaidInc.,NWL,"$6,512.80"
691,"Patterson-UTIEnergy,Inc.",PTEN,"$6,500.80"
692,AmdocsLimited,DOX,"$6,483.20"
693,SAFECOCorporation,SAFC,"$6,454.80"
694,"GrantPrideco,Inc.",GRP,"$6,440.20"
695,"WynnResorts,Limited",WYNN,"$6,427.20"
696,USTInc.,UST,"$6,369.40"
697,"W.W.Grainger,Inc.",GWW,"$6,363.60"
698,SatyamComputerServicesLimited,SAY,"$6,338.10"
699,GerdauS.A.,GGB,"$6,336.30"
700,LamResearchCorporation,LRCX,"$6,314.20"
701,W.R.BerkleyCorporation,BER,"$6,295.20"
702,KeySpanCorporation,KSE,"$6,263.00"
703,PhilippineLongDistanceTelephoneCompany,PHI,"$6,255.80"
704,EnerplusResourcesFund,ERF,"$6,239.00"
705,HarrisCorporation,HRS,"$6,222.90"
706,RobertHalfInternationalInc.,RHI,"$6,221.30"
707,HDFCBankLimited,HDB,"$6,185.30"
708,V.F.Corporation,VFC,"$6,168.10"
709,"DardenRestaurants,Inc.",DRI,"$6,146.50"
710,AirFranceADS,AKH,"$6,144.60"
711,"SuntechPowerHoldingsCo.,LTD.",STP,"$6,139.70"
712,E.W.ScrippsCompany(The),SSP,"$6,135.50"
713,"AmericaMovil,S.A.deC.V.",AMOV,"$6,112.40"
714,"VeriSign,Inc.",VRSN,"$6,087.50"
715,"CompassBancshares,Inc.",CBSS,"$6,067.60"
716,UnumProvidentCorporation,UNM,"$6,058.70"
717,TataMotorsLtd,TTM,"$6,042.50"
718,SepracorInc.,SEPR,"$6,037.10"
719,"Assurant,Inc.",AIZ,"$6,010.80"
720,WashingtonPostCompany(The),WPO,"$6,008.50"
721,"MEMCElectronicMaterials,Inc.",WFR,"$6,001.60"
722,FlextronicsInternationalLtd.,FLEX,"$5,999.60"
723,MGICInvestmentCorporation,MTG,"$5,989.20"
724,"EverestReGroup,Ltd.",RE,"$5,979.30"
725,AveryDennisonCorporation,AVY,"$5,956.10"
726,"Omnicare,Inc.",OCR,"$5,955.90"
727,LyondellChemicalCompany,LYO,"$5,931.70"
728,MosaicCompany(The),MOS,"$5,930.10"
729,"AutoNation,Inc.",AN,"$5,848.70"
730,EchoStarCommunicationsCorporation,DISH,"$5,839.20"
731,TorchmarkCorporation,TMK,"$5,821.90"
732,Abercrombie&FitchCompany,ANF,"$5,818.00"
733,XMSatelliteRadioHoldingsInc.,XMSR,"$5,817.40"
734,"CommerceBancorp,Inc.",CBH,"$5,806.90"
735,"Santos,Ltd.",STOSY,"$5,792.80"
736,FastenalCompany,FAST,"$5,762.70"
737,"MohawkIndustries,Inc.",MHK,"$5,739.90"
738,"Tellabs,Inc.",TLAB,"$5,735.70"
739,TelewestGlobalInc,TLWT,"$5,729.70"
740,"WhiteMountainsInsuranceGroup,Ltd.",WTM,"$5,721.50"
741,"PrideInternational,Inc.",PDE,"$5,717.90"
742,IMSHealthIncorporated,RX,"$5,699.70"
743,LeucadiaNationalCorporation,LUK,"$5,671.20"
744,"AlleghenyEnergy,Inc.",AYE,"$5,665.70"
745,HealthNetInc.,HNT,"$5,653.20"
746,FormentoEconomicoMexicanoS.A.deC.V.,FMX,"$5,643.50"
747,"LexmarkInternational,Inc.",LXK,"$5,636.50"
748,iSharesRussell1000ValueIndexFund,IWD,"$5,619.20"
749,THOMSONmultimediaS.A.,TMS,"$5,616.50"
750,"ArchCoal,Inc.",ACI,"$5,597.70"
751,NorthernIndianaPublicServiceCompany,NI,"$5,596.90"
752,"CBOTHoldings,Inc.",BOT,"$5,592.30"
753,DaVitaInc.,DVA,"$5,568.10"
754,CablevisionSystemsCorporation,CVC,"$5,521.40"
755,CORUSGROUPPLC,CGA,"$5,514.70"
756,"ComverseTechnology,Inc.",CMVT,"$5,513.60"
757,CooperCameronCorporation,CAM,"$5,488.60"
758,IronMountainIncorporated,IRM,"$5,466.10"
759,WillisGroupHoldingsLimited,WSH,"$5,463.40"
760,ThermoElectronCorporation,TMO,"$5,458.00"
761,WhirlpoolCorporation,WHR,"$5,443.20"
762,"CitrixSystems,Inc.",CTXS,"$5,438.60"
763,"Popular,Inc.",BPOP,"$5,431.40"
764,NTLIncorporated,NTLI,"$5,387.00"
765,Tiffany&Co.,TIF,"$5,362.60"
766,DevelopersDiversifiedRealtyCorporation,DDR,"$5,362.50"
767,DollarGeneralCorporation,DG,"$5,351.00"
768,VanguardTotalStockMarketVIPERs,VTI,"$5,344.60"
769,AppleraCorporation,ABI,"$5,325.50"
770,HuntingtonBancsharesIncorporated,HBAN,"$5,294.20"
771,ChinaTelecomCorpLtd,CHA,"$5,280.40"
772,"ConstellationBrands,Inc.",STZ,"$5,275.20"
773,TollBrothersInc.,TOL,"$5,272.80"
774,Temple-InlandInc.,TIN,"$5,263.70"
775,CheckPointSoftwareTechnologiesLtd.,CHKP,"$5,261.60"
776,"RepublicServices,Inc.",RSG,"$5,250.50"
777,"NextelPartners,Inc.",NXTP,"$5,206.20"
778,"RedHat,Inc.",RHAT,"$5,108.70"
779,DeanFoodsCompany,DF,"$5,105.40"
780,AlleghenyTechnologiesIncorporated,ATI,"$5,091.70"
781,"Rexam,Plc",REXMY,"$5,083.20"
782,MacerichCompany(The),MAC,"$5,079.10"
783,"GettyImages,Inc.",GYI,"$5,068.20"
784,"HealthManagementAssociates,Inc.",HMA,"$5,065.10"
785,"MonsterWorldwide,Inc.",MNST,"$5,033.00"
786,ShawCommunicationsInc.,SJR,"$5,024.00"
787,"CadenceDesignSystems,Inc.",CDNS,"$5,010.30"
788,TesoroPetroleumCorporation,TSO,"$5,000.40"
789,"Equifax,Inc.",EFX,"$4,976.50"
790,JDSUniphaseCorporation,JDSU,"$4,974.00"
791,AvayaInc.,AV,"$4,964.00"
792,AllianceCapitalManagementHoldingL.P.,AC,"$4,937.30"
793,OldRepublicInternationalCorporation,ORI,"$4,924.40"
794,"LibertyGlobal,Inc.",LBTYA,"$4,917.50"
795,"RowanCompanies,Inc.",RDC,"$4,903.40"
796,DukeRealtyCorporation,DRE,"$4,886.80"
797,"IntuitiveSurgical,Inc.",ISRG,"$4,869.40"
798,BANCODECHILE,BCH,"$4,862.00"
799,Embraer-EmpresaBrasileiradeAeronautica,ERJ,"$4,859.90"
800,WisconsinEnergyCorporation,WEC,"$4,855.90"
801,JacobsEngineeringGroupInc.,JEC,"$4,851.50"
802,WeightWatchersInternationalInc,WTW,"$4,847.70"
803,MeadwestvacoCorporation,MWV,"$4,841.60"
804,GoodrichCorporation(The),GR,"$4,839.20"
805,EngelhardCorporation,EC,"$4,832.30"
806,Matav,MTA,"$4,811.50"
807,Dun&BradstreetCorporation(The),DNB,"$4,798.60"
808,"LibertyGlobal,Inc.",LBTYK,"$4,798.40"
809,"BMCSoftware,Inc.",BMC,"$4,780.20"
810,iSharesRussell1000GrowthIndexFund,IWF,"$4,778.80"
811,St.JoeCompany(The),JOE,"$4,778.20"
812,"SanyoElectricCo.,Ltd.",SANYY,"$4,774.50"
813,FirstTennesseeNationalCorporation,FHN,"$4,771.70"
814,HuntsmanCorporation,HUN,"$4,766.20"
815,PattersonCompaniesInc.,PDCO,"$4,762.40"
816,RadianGroupInc.,RDN,"$4,751.60"
817,AshlandInc.,ASH,"$4,747.00"
818,WesternDigitalCorporation,WDC,"$4,715.20"
819,ADVANCEAUTOPARTSINC,AAP,"$4,713.30"
820,CheckFreeCorporation,CKFR,"$4,701.90"
821,ManpowerInc,MAN,"$4,701.20"
822,MercantileBanksharesCorporation,MRBK,"$4,672.60"
823,"AmylinPharmaceuticals,Inc.",AMLN,"$4,670.60"
824,WatersCorporation,WAT,"$4,642.70"
825,MetsoCorporation,MX,"$4,642.00"
826,TeleNorteLesteParticipacoesS.A.,TNE,"$4,639.30"
827,Brown-FormanCorporation,BF/B,"$4,633.60"
828,"EsteeLauderCompanies,Inc.(The)",EL,"$4,631.10"
829,AmericanPowerConversionCorporation,APCC,"$4,628.90"
830,CBRichardEllisGroupInc,CBG,"$4,621.60"
831,HormelFoodsCorporation,HRL,"$4,620.60"
832,AssociatedBanc-Corp,ASBC,"$4,618.10"
833,"NewYorkCommunityBancorp,Inc.",NYB,"$4,602.40"
834,SCANACorporation,SCG,"$4,598.80"
835,"Williams-Sonoma,Inc.",WSM,"$4,591.40"
836,"Knight-Ridder,Inc.",KRI,"$4,585.60"
837,SealedAirCorporation,SEE,"$4,580.40"
838,"BEASystems,Inc.",BEAS,"$4,578.50"
839,"StationCasinos,Inc.",STN,"$4,578.50"
840,CumminsInc.,CMI,"$4,556.10"
841,AmcorLimited,AMCR,"$4,554.40"
842,"KingPharmaceuticals,Inc.",KG,"$4,533.60"
843,"Leggett&Platt,Incorporated",LEG,"$4,529.30"
844,AmphenolCorporation,APH,"$4,517.70"
845,StilwellFinancialInc.,JNS,"$4,505.90"
846,"MichaelsStores,Inc.",MIK,"$4,495.60"
847,"UrbanOutfitters,Inc.",URBN,"$4,490.70"
848,ATITechnologiesInc.,ATYT,"$4,488.30"
849,FirstAmericanCorporation(The),FAF,"$4,488.20"
850,AxisCapitalHoldingsLimited,AXS,"$4,485.10"
851,CDWCorporation,CDWC,"$4,472.70"
852,"CircuitCityStores,Inc.",CC,"$4,463.00"
853,AMBPropertyCorporation,AMB,"$4,460.80"
854,"EquitableResources,Inc.",EQT,"$4,460.20"
855,TrendMicroIncorporated,TMIC,"$4,459.80"
856,IPSCOInc.,IPS,"$4,448.80"
857,Salesforce.comInc,CRM,"$4,445.70"
858,LafargeCorporation,LAF,"$4,420.40"
859,"NVR,Inc.",NVR,"$4,411.00"
860,PacificCenturyCyberWorksLimited,PCW,"$4,410.30"
861,"CibaSpecialtyChemicalsHolding,Inc.",CSB,"$4,406.30"
862,StudentLoanCorporation(The),STU,"$4,380.00"
863,RegencyCentersCorporation,REG,"$4,374.40"
864,Sigma-AldrichCorporation,SIAL,"$4,362.50"
865,"CenturyTel,Inc.",CTL,"$4,362.10"
866,PotomacElectricPowerCompany,POM,"$4,360.70"
867,SuperValuInc.,SVU,"$4,352.70"
868,"InterpublicGroupofCompanies,Inc.(The)",IPG,"$4,348.30"
869,People'sBank,PBCT,"$4,346.10"
870,MDURESGROUPINC,MDU,"$4,339.10"
871,CompEnDeMnCemigADS,CIG,"$4,332.10"
872,TomkinsPLC,TKS,"$4,254.50"
873,"MylanLaboratories,Inc.",MYL,"$4,241.60"
874,USGCorporation,USG,"$4,237.40"
875,iSharesLehman1-3YearTreasuryBondFund,SHY,"$4,232.30"
876,GTECHHoldingsCorporation,GTK,"$4,225.90"
877,DENTSPLYInternationalInc.,XRAY,"$4,222.40"
878,PinnacleWestCapitalCorporation,PNW,"$4,218.40"
879,GlamisGoldLtd.,GLG,"$4,217.50"
880,BallCorporation,BLL,"$4,213.70"
881,"TransatlanticHoldings,Inc.",TRH,"$4,169.90"
882,PrecisionDrillingCorporation,PDS,"$4,169.60"
883,Brown-FormanCorporation,BF/A,"$4,151.40"
884,LamarAdvertisingCompany,LAMR,"$4,144.50"
885,"AdvancedSemiconductorEngineering,Inc.",ASX,"$4,144.00"
886,"FederatedInvestors,Inc.",FII,"$4,138.10"
887,MakitaCorp.,MKTAY,"$4,124.90"
888,"RossStores,Inc.",ROST,"$4,124.00"
889,"Cephalon,Inc.",CEPH,"$4,118.70"
890,IntersilCorporation,ISIL,"$4,111.60"
891,LincareHoldingsInc.,LNCR,"$4,109.30"
892,"ArrowElectronics,Inc.",ARW,"$4,108.30"
893,"Autoliv,Inc.",ALV,"$4,100.50"
894,StanleyWorks(The),SWK,"$4,100.30"
895,NAVTEQCORP,NVT,"$4,097.40"
896,CitizensCommunicationsCompany,CZN,"$4,096.90"
897,SEIInvestmentsCompany,SEIC,"$4,093.50"
898,TransAltaCorporation,TAC,"$4,090.30"
899,iSharesS&PSmallCap600IndexFund,IJR,"$4,085.10"
900,"Helmerich&Payne,Inc.",HP,"$4,083.30"
901,NewYorkTimesCompany(The),NYT,"$4,082.20"
902,Alberto-CulverCompany,ACV,"$4,081.60"
903,AMRCorporation,AMR,"$4,077.90"
904,ApartmentInvestmentandManagementCompany,AIV,"$4,069.30"
905,"HenrySchein,Inc.",HSIC,"$4,065.40"
906,DiscoveryHoldingCo,DISCA,"$4,064.30"
907,ENERGYTRANSFERPARTNERS,ETP,"$4,063.30"
908,iStarFinancialInc.,SFI,"$4,059.30"
909,GlobalPaymentsInc.,GPN,"$4,034.80"
910,BoydGamingCorporation,BYD,"$4,033.60"
911,"AmericanEagleOutfitters,Inc.",AEOS,"$4,033.20"
912,MechelSteelGroupOAO,MTL,"$4,021.20"
913,"PharmaceuticalProductDevelopment,Inc.",PPDI,"$3,998.50"
914,LibertyPropertyTrust,LRY,"$3,993.80"
915,"Brown&Brown,Inc.",BRO,"$3,993.60"
916,"CenterPointEnergy,Inc(HoldingCo)",CNP,"$3,963.20"
917,ArchCapitalGroupLtd.,ACGL,"$3,957.70"
918,AmeriCreditCorporation,ACF,"$3,934.10"
919,EastmanChemicalCompany,EMN,"$3,933.90"
920,"MartinMariettaMaterials,Inc.",MLM,"$3,930.70"
921,"NovellusSystems,Inc.",NVLS,"$3,929.30"
922,"Activision,Inc.",ATVI,"$3,924.80"
923,"DSTSystems,Inc.",DST,"$3,909.50"
924,"NRGEnergy,Inc.",NRG,"$3,895.50"
925,"NetworksAssociates,Inc.",MFE,"$3,890.50"
926,AlliedCapitalCorporation,ALD,"$3,886.10"
927,"Pentair,Inc.",PNR,"$3,885.40"
928,"Bunzl,plc",BNL,"$3,881.80"
929,RangeResourcesCorporation,RRC,"$3,874.60"
930,"TotalSystemServices,Inc.",TSS,"$3,872.50"
931,"PMIGroup,Inc.(The)",PMI,"$3,871.30"
932,"AmericanCapitalStrategies,Ltd.",ACAS,"$3,867.00"
933,MolsonCoorsBrewingCompany,TAP,"$3,844.90"
934,"ColonialBancGroup,Inc.(The)",CNB,"$3,840.70"
935,MillicomInternationalCellularS.A.,MICC,"$3,819.90"
936,QuicksilverResourcesInc.,KWK,"$3,818.10"
937,"CompaniaMinaBuenaventura,S.A.",BVN,"$3,810.00"
938,IndianaMichiganPowerCo.,IJD,"$3,810.00"
939,EndoPharmaceuticalsHoldingsInc.,ENDP,"$3,808.90"
940,VertexPharmaceuticalsIncorporated,VRTX,"$3,781.60"
941,"Hasbro,Inc.",HAS,"$3,781.00"
942,"Novell,Inc.",NOVL,"$3,780.20"
943,"HealthCarePropertyInvestors,Inc.",HCP,"$3,770.10"
944,ServiceMasterCompany(The),SVM,"$3,761.30"
945,LogitechInternationalS.A.,LOGI,"$3,760.50"
946,CimarexEnergyCo,XEC,"$3,754.00"
947,"McDermottInternational,Inc.",MDR,"$3,728.90"
948,EatonVanceCorporation,EV,"$3,724.80"
949,"FamilyDollarStores,Inc.",FDO,"$3,718.80"
950,"LizClaiborne,Inc.",LIZ,"$3,702.80"
951,"BeckmanCoulter,Inc.",BEC,"$3,700.90"
952,ChoicePointInc.,CPS,"$3,687.70"
953,"Conseco,Inc.",CNO,"$3,686.60"
954,CityNationalCorporation,CYN,"$3,685.50"
955,"J.B.HuntTransportServices,Inc.",JBHT,"$3,680.90"
956,"MerrillLynch&Co.,Inc.",BDM,"$3,679.40"
957,"O'ReillyAutomotive,Inc.",ORLY,"$3,678.40"
958,EnergyEastCorporation,EAS,"$3,670.40"
959,"WatsonPharmaceuticals,Inc.",WPI,"$3,666.90"
960,"JonesApparelGroup,Inc.",JNY,"$3,654.30"
961,InvitrogenCorporation,IVGN,"$3,640.40"
962,TRIZECPROPERTIESINC,TRZ,"$3,637.80"
963,CNXGasCorporation,CXG,"$3,629.00"
964,BrunswickCorporation,BC,"$3,626.00"
965,OshkoshTruckCorporation,OSK,"$3,623.90"
966,"TysonFoods,Inc.",TSN,"$3,623.70"
967,"AquaAmerica,Inc.",WTR,"$3,623.40"
968,Bausch&LombIncorporated,BOL,"$3,622.00"
969,WeingartenRealtyInvestors,WRI,"$3,619.70"
970,WestCorp,WES,"$3,616.90"
971,BiovailCorporation,BVF,"$3,614.70"
972,"A.G.Edwards,Inc.",AGE,"$3,602.10"
973,PogoProducingCompany,PPP,"$3,593.90"
974,"PETsMART,Inc.",PETM,"$3,590.00"
975,PallCorporation,PLL,"$3,587.90"
976,CeridianCorporation,CEN,"$3,585.20"
977,LSILogicCorporation,LSI,"$3,584.00"
978,MilliporeCorporation,MIL,"$3,581.50"
979,"WesternGasResources,Inc.",WGR,"$3,578.00"
980,"McCormick&Company,Incorporated",MKC,"$3,570.10"
981,"Avnet,Inc.",AVT,"$3,568.70"
982,SLGreenRealtyCorporation,SLG,"$3,568.00"
983,"FMCTechnologies,Inc.",FTI,"$3,567.90"
984,"TECOEnergy,Inc.",TE,"$3,554.70"
985,CovanceInc.,CVD,"$3,554.40"
986,"VenatorGroup,Inc.",FL,"$3,545.60"
